Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Código SNIES del programa;Programa Académico;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Matriculados
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;15
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;14
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15238;DUITAMA;2;FEMENINO;2014;1;15
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15238;DUITAMA;2;FEMENINO;2014;2;14
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15238;DUITAMA;1;MASCULINO;2014;1;4
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15238;DUITAMA;1;MASCULINO;2014;2;3
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15759;SOGAMOSO;2;FEMENINO;2014;1;6
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15759;SOGAMOSO;2;FEMENINO;2014;2;3
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15759;SOGAMOSO;1;MASCULINO;2014;1;1
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;15;BOYACA;15759;SOGAMOSO;1;MASCULINO;2014;2;1
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;50;META;50006;ACACIAS;2;FEMENINO;2014;1;1
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;50;META;50006;ACACIAS;2;FEMENINO;2014;2;1
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;85;CASANARE;85001;YOPAL;2;FEMENINO;2014;1;6
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;85;CASANARE;85001;YOPAL;2;FEMENINO;2014;2;5
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;85;CASANARE;85001;YOPAL;1;MASCULINO;2014;1;1
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;85;CASANARE;85001;YOPAL;1;MASCULINO;2014;2;1
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;85;CASANARE;85162;MONTERREY;2;FEMENINO;2014;1;1
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2653;MERCADEO AGROINDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;85;CASANARE;85162;MONTERREY;2;FEMENINO;2014;2;1
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2683;MEDICINA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;445;MEDICINA;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;237
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2683;MEDICINA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;445;MEDICINA;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;245
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2683;MEDICINA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;445;MEDICINA;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;272
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2683;MEDICINA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;445;MEDICINA;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;283
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2759;LICENCIATURA EN INFORMATICA EDUCATIVA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;42
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2759;LICENCIATURA EN INFORMATICA EDUCATIVA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;34
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2759;LICENCIATURA EN INFORMATICA EDUCATIVA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;45
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2759;LICENCIATURA EN INFORMATICA EDUCATIVA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;39
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2760;INGENIERIA DE SISTEMAS Y COMPUTACION;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;827;INGENIERIA DE SISTEMAS TELEMATICA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;77
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2760;INGENIERIA DE SISTEMAS Y COMPUTACION;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;827;INGENIERIA DE SISTEMAS TELEMATICA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;78
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2760;INGENIERIA DE SISTEMAS Y COMPUTACION;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;827;INGENIERIA DE SISTEMAS TELEMATICA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;293
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2760;INGENIERIA DE SISTEMAS Y COMPUTACION;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;827;INGENIERIA DE SISTEMAS TELEMATICA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;298
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2761;BIOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;934;BIOLOGIA MICROBIOLOGIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;204
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2761;BIOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;934;BIOLOGIA MICROBIOLOGIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;218
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2761;BIOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;934;BIOLOGIA MICROBIOLOGIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;139
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2761;BIOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;934;BIOLOGIA MICROBIOLOGIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;132
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2762;FISICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;935;FISICA;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;63
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2762;FISICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;935;FISICA;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;65
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2762;FISICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;935;FISICA;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;116
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2762;FISICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;935;FISICA;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;123
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2763;QUIMICA DE ALIMENTOS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;934;BIOLOGIA MICROBIOLOGIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;52
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2763;QUIMICA DE ALIMENTOS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;934;BIOLOGIA MICROBIOLOGIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;33
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2763;QUIMICA DE ALIMENTOS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;934;BIOLOGIA MICROBIOLOGIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;17
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2763;QUIMICA DE ALIMENTOS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;934;BIOLOGIA MICROBIOLOGIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;11
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2821;PSICOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;566;PSICOLOGIA;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;286
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2821;PSICOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;566;PSICOLOGIA;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;296
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2821;PSICOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;566;PSICOLOGIA;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;104
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;2821;PSICOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;566;PSICOLOGIA;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;111
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3457;ESPECIALIZACION EN SALUD OCUPACIONAL Y PROTECCION DE RIESGOS LABORALES;2;POSGRADO;1;ESPECIALIZACION;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;830;INGENIERIA INDUSTRIAL Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;72
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3457;ESPECIALIZACION EN SALUD OCUPACIONAL Y PROTECCION DE RIESGOS LABORALES;2;POSGRADO;1;ESPECIALIZACION;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;830;INGENIERIA INDUSTRIAL Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;69
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3457;ESPECIALIZACION EN SALUD OCUPACIONAL Y PROTECCION DE RIESGOS LABORALES;2;POSGRADO;1;ESPECIALIZACION;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;830;INGENIERIA INDUSTRIAL Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;22
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3457;ESPECIALIZACION EN SALUD OCUPACIONAL Y PROTECCION DE RIESGOS LABORALES;2;POSGRADO;1;ESPECIALIZACION;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;830;INGENIERIA INDUSTRIAL Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;28
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3482;ESPECIALIZACION EN INGENIERIA AMBIENTAL;2;POSGRADO;1;ESPECIALIZACION;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;9
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3482;ESPECIALIZACION EN INGENIERIA AMBIENTAL;2;POSGRADO;1;ESPECIALIZACION;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;3
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3482;ESPECIALIZACION EN INGENIERIA AMBIENTAL;2;POSGRADO;1;ESPECIALIZACION;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;1;13
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3482;ESPECIALIZACION EN INGENIERIA AMBIENTAL;2;POSGRADO;1;ESPECIALIZACION;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2014;2;8
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3961;LICENCIATURA EN LENGUAS EXTRANJERAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;1;298
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;15;BOYACA;15001;TUNJA;3961;LICENCIATURA EN LENGUAS EXTRANJERAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2014;2;300
