Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Código SNIES del programa;Programa Académico;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Matriculados;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;711;ESPECIALIZACION EN MEDICINA INTERNA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;18;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;711;ESPECIALIZACION EN MEDICINA INTERNA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;3;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;712;ESPECIALIZACION EN OFTALMOLOGIA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;2;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;712;ESPECIALIZACION EN OFTALMOLOGIA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;3;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;713;ESPECIALIZACION EN PATOLOGIA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;3;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;713;ESPECIALIZACION EN PATOLOGIA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;3;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;714;ESPECIALIZACION EN PEDIATRIA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;1;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;714;ESPECIALIZACION EN PEDIATRIA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;12;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;715;ESPECIALIZACION EN ADMINISTRACION DE SERVICIOS DE SALUD;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;6;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;715;ESPECIALIZACION EN ADMINISTRACION DE SERVICIOS DE SALUD;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;3;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;715;ESPECIALIZACION EN ADMINISTRACION DE SERVICIOS DE SALUD;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;12;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;715;ESPECIALIZACION EN ADMINISTRACION DE SERVICIOS DE SALUD;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;7;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;716;ESPECIALIZACION EN ANESTESIOLOGIA Y REANIMACION;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;8;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;716;ESPECIALIZACION EN ANESTESIOLOGIA Y REANIMACION;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;10;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;719;ESPECIALIZACION EN ALTA GERENCIA;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;8;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;719;ESPECIALIZACION EN ALTA GERENCIA;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;7;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;719;ESPECIALIZACION EN ALTA GERENCIA;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;16;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;719;ESPECIALIZACION EN ALTA GERENCIA;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;16;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;726;MAESTRIA EN SEMIÓTICA;2;POSGRADO;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;5;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;726;MAESTRIA EN SEMIÓTICA;2;POSGRADO;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;5;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;726;MAESTRIA EN SEMIÓTICA;2;POSGRADO;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;5;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;726;MAESTRIA EN SEMIÓTICA;2;POSGRADO;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;564;Lenguas modernas, literatura, linguística y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;5;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;728;MAESTRÍA EN INGENIERÍA QUÍMICA;2;POSGRADO;2;Maestría;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;29;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;728;MAESTRÍA EN INGENIERÍA QUÍMICA;2;POSGRADO;2;Maestría;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;29;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;728;MAESTRÍA EN INGENIERÍA QUÍMICA;2;POSGRADO;2;Maestría;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;21;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;728;MAESTRÍA EN INGENIERÍA QUÍMICA;2;POSGRADO;2;Maestría;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;21;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;731;MAESTRIA EN FISICA;2;POSGRADO;2;Maestría;1;Presencial;9;Matemáticas y ciencias naturales;935;Física;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;7;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;731;MAESTRIA EN FISICA;2;POSGRADO;2;Maestría;1;Presencial;9;Matemáticas y ciencias naturales;935;Física;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;7;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;731;MAESTRIA EN FISICA;2;POSGRADO;2;Maestría;1;Presencial;9;Matemáticas y ciencias naturales;935;Física;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;5;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;731;MAESTRIA EN FISICA;2;POSGRADO;2;Maestría;1;Presencial;9;Matemáticas y ciencias naturales;935;Física;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;5;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;732;MAESTRIA EN QUIMICA;2;POSGRADO;2;Maestría;1;Presencial;9;Matemáticas y ciencias naturales;939;Química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;17;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;732;MAESTRIA EN QUIMICA;2;POSGRADO;2;Maestría;1;Presencial;9;Matemáticas y ciencias naturales;939;Química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;17;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;732;MAESTRIA EN QUIMICA;2;POSGRADO;2;Maestría;1;Presencial;9;Matemáticas y ciencias naturales;939;Química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;20;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;732;MAESTRIA EN QUIMICA;2;POSGRADO;2;Maestría;1;Presencial;9;Matemáticas y ciencias naturales;939;Química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;21;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;733;DOCTORADO EN INGENIERIA QUIMICA;2;POSGRADO;3;Doctorado;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;21;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;733;DOCTORADO EN INGENIERIA QUIMICA;2;POSGRADO;3;Doctorado;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;21;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;733;DOCTORADO EN INGENIERIA QUIMICA;2;POSGRADO;3;Doctorado;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;12;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;733;DOCTORADO EN INGENIERIA QUIMICA;2;POSGRADO;3;Doctorado;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;832;Ingeniería química y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;12;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;767;MAESTRIA EN PEDAGOGIA;2;POSGRADO;2;Maestría;1;Presencial;3;Ciencias de la educación;313;Educación;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;35;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;767;MAESTRIA EN PEDAGOGIA;2;POSGRADO;2;Maestría;1;Presencial;3;Ciencias de la educación;313;Educación;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;35;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;767;MAESTRIA EN PEDAGOGIA;2;POSGRADO;2;Maestría;1;Presencial;3;Ciencias de la educación;313;Educación;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;65;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;767;MAESTRIA EN PEDAGOGIA;2;POSGRADO;2;Maestría;1;Presencial;3;Ciencias de la educación;313;Educación;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;65;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2622;ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;8;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2622;ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA;2;POSGRADO;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la salud;445;Medicina;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;1;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2623;ECONOMIA;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;611;Economía;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;187;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2623;ECONOMIA;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;611;Economía;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;207;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2623;ECONOMIA;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;611;Economía;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;218;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2623;ECONOMIA;1;PREGRADO;6;Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;611;Economía;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;207;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2628;ESPECIALIZACION EN EVALUACION Y GERENCIA DE PROYECTOS;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;72;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2628;ESPECIALIZACION EN EVALUACION Y GERENCIA DE PROYECTOS;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;73;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2628;ESPECIALIZACION EN EVALUACION Y GERENCIA DE PROYECTOS;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;59;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2628;ESPECIALIZACION EN EVALUACION Y GERENCIA DE PROYECTOS;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;58;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3177;DERECHO;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;247;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3177;DERECHO;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;251;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3177;DERECHO;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;350;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3177;DERECHO;1;PREGRADO;6;Universitaria;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;352;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3721;MAESTRIA EN HISTORIA;2;POSGRADO;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;562;Geografía, historia;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;4;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3721;MAESTRIA EN HISTORIA;2;POSGRADO;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;562;Geografía, historia;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;4;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3721;MAESTRIA EN HISTORIA;2;POSGRADO;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;562;Geografía, historia;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;7;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3721;MAESTRIA EN HISTORIA;2;POSGRADO;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;562;Geografía, historia;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;7;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3731;INGENIERIA ELECTRONICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;829;Ingeniería electrónica, telecomunicaciones y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;588;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3731;INGENIERIA ELECTRONICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;829;Ingeniería electrónica, telecomunicaciones y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;597;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3731;INGENIERIA ELECTRONICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;829;Ingeniería electrónica, telecomunicaciones y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;164;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;3731;INGENIERIA ELECTRONICA;1;PREGRADO;6;Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;829;Ingeniería electrónica, telecomunicaciones y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;168;;;;;;;;
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;OFICIAL;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;4024;ESPECIALIZACION EN GERENCIA DE MANTENIMIENTO;2;POSGRADO;1;Especialización Universitaria;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;67;;;;;;;;
