Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Código SNIES del programa;Programa Académico;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Matriculados;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;44;GUAJIRA;44001;RIOHACHA;2;MUJER;2016;1;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;44;GUAJIRA;44001;RIOHACHA;2;MUJER;2016;2;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;47;MAGDALENA;47001;SANTA MARTA;1;HOMBRE;2016;1;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;47;MAGDALENA;47001;SANTA MARTA;1;HOMBRE;2016;2;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;47;MAGDALENA;47245;EL BANCO;1;HOMBRE;2016;1;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;47;MAGDALENA;47555;PLATO;2;MUJER;2016;1;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;50;META;50006;ACACIAS;1;HOMBRE;2016;1;6;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;50;META;50006;ACACIAS;1;HOMBRE;2016;2;5;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;50;META;50006;ACACIAS;2;MUJER;2016;1;5;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;50;META;50006;ACACIAS;2;MUJER;2016;2;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;50;META;50226;CUMARAL;1;HOMBRE;2016;1;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;50;META;50226;CUMARAL;1;HOMBRE;2016;2;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;50;META;50226;CUMARAL;2;MUJER;2016;1;7;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;50;META;50226;CUMARAL;2;MUJER;2016;2;8;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;52;NARINIO;52001;PASTO;1;HOMBRE;2016;1;9;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;52;NARINIO;52001;PASTO;1;HOMBRE;2016;2;8;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;52;NARINIO;52001;PASTO;2;MUJER;2016;1;9;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;52;NARINIO;52001;PASTO;2;MUJER;2016;2;8;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;52;NARINIO;52835;TUMACO;1;HOMBRE;2016;1;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54001;CUCUTA;2;MUJER;2016;1;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54001;CUCUTA;2;MUJER;2016;2;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54498;OCA?A;1;HOMBRE;2016;1;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54498;OCA?A;1;HOMBRE;2016;2;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54498;OCA?A;2;MUJER;2016;1;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54498;OCA?A;2;MUJER;2016;2;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54518;PAMPLONA;1;HOMBRE;2016;1;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54518;PAMPLONA;1;HOMBRE;2016;2;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54518;PAMPLONA;2;MUJER;2016;1;2;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;54;NORTE DE SANTANDER;54518;PAMPLONA;2;MUJER;2016;2;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;66;RISARALDA;66001;PEREIRA;1;HOMBRE;2016;1;9;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;66;RISARALDA;66001;PEREIRA;1;HOMBRE;2016;2;5;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;66;RISARALDA;66001;PEREIRA;2;MUJER;2016;1;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;66;RISARALDA;66001;PEREIRA;2;MUJER;2016;2;2;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;1;5;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;HOMBRE;2016;2;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;1;4;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;MUJER;2016;2;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;68;SANTANDER;68861;VELEZ;1;HOMBRE;2016;1;4;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;68;SANTANDER;68861;VELEZ;1;HOMBRE;2016;2;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;68;SANTANDER;68861;VELEZ;2;MUJER;2016;1;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;68;SANTANDER;68861;VELEZ;2;MUJER;2016;2;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;70;SUCRE;70215;COROZAL;1;HOMBRE;2016;1;11;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;70;SUCRE;70215;COROZAL;1;HOMBRE;2016;2;10;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;70;SUCRE;70215;COROZAL;2;MUJER;2016;1;4;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;70;SUCRE;70215;COROZAL;2;MUJER;2016;2;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;73;TOLIMA;73001;IBAGUE;1;HOMBRE;2016;1;8;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;73;TOLIMA;73001;IBAGUE;1;HOMBRE;2016;2;9;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;73;TOLIMA;73001;IBAGUE;2;MUJER;2016;1;3;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;73;TOLIMA;73001;IBAGUE;2;MUJER;2016;2;5;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;76;VALLE DEL CAUCA;76520;PALMIRA;1;HOMBRE;2016;1;9;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;76;VALLE DEL CAUCA;76520;PALMIRA;1;HOMBRE;2016;2;5;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;76;VALLE DEL CAUCA;76520;PALMIRA;2;MUJER;2016;1;6;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;76;VALLE DEL CAUCA;76520;PALMIRA;2;MUJER;2016;2;7;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;85;CASANARE;85001;YOPAL;1;HOMBRE;2016;1;1;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;85;CASANARE;85001;YOPAL;1;HOMBRE;2016;2;4;;;;;;;;
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;Universidad;11;BOGOTA D.C;11001;SANTAFE DE BOGOTA;52002;INGENIERIA  AGROFORESTAL;1;PREGRADO;6;Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;822;Ingeniería agrícola, forestal y afines;;;;;;;85;CASANARE;85001;YOPAL;2;MUJER;2016;1;7;;;;;;;;
