Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Código SNIES del programa;Programa Académico;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Matriculados;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;INGENIERIA AGRONOMICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;824;INGENIERIA AGRONOMICA PECUARIA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;199;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;INGENIERIA AGRONOMICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;824;INGENIERIA AGRONOMICA PECUARIA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;189;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;INGENIERIA AGRONOMICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;824;INGENIERIA AGRONOMICA PECUARIA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;438;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;INGENIERIA AGRONOMICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;824;INGENIERIA AGRONOMICA PECUARIA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;448;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;MEDICINA VETERINARIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;13;MEDICINA VETERINARIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;281;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;MEDICINA VETERINARIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;13;MEDICINA VETERINARIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;295;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;MEDICINA VETERINARIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;13;MEDICINA VETERINARIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;271;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;MEDICINA VETERINARIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;13;MEDICINA VETERINARIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;264;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;3;ZOOTECNIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;12;ZOOTECNIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;151;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;3;ZOOTECNIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;12;ZOOTECNIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;142;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;3;ZOOTECNIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;12;ZOOTECNIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;240;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;3;ZOOTECNIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;12;ZOOTECNIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;227;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;4;DISEÑO GRAFICO;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;27;DISENIO;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;84;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;4;DISEÑO GRAFICO;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;27;DISENIO;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;90;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;4;DISEÑO GRAFICO;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;27;DISENIO;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;207;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;4;DISEÑO GRAFICO;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;27;DISENIO;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;204;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;5;DISEÑO INDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;27;DISENIO;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;154;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;5;DISEÑO INDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;27;DISENIO;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;151;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;5;DISEÑO INDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;27;DISENIO;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;330;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;5;DISEÑO INDUSTRIAL;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;27;DISENIO;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;334;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;6;CINE Y TELEVISION;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;73;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;6;CINE Y TELEVISION;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;67;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;6;CINE Y TELEVISION;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;195;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;6;CINE Y TELEVISION;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;199;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;7;ENFERMERIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;441;ENFERMERIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;425;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;7;ENFERMERIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;441;ENFERMERIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;399;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;7;ENFERMERIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;441;ENFERMERIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;202;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;7;ENFERMERIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;441;ENFERMERIA;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;213;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;8;FISIOTERAPIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;442;TERAPIAS;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;141;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;8;FISIOTERAPIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;442;TERAPIAS;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;147;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;8;FISIOTERAPIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;442;TERAPIAS;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;72;
1101;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;8;FISIOTERAPIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;442;TERAPIAS;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;93;
