Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Código SNIES del programa;Programa Académico;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Matriculados;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51647;DERECHO;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;559;DERECHO Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2015;2;77;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51647;DERECHO;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;559;DERECHO Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2015;1;66;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51647;DERECHO;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;559;DERECHO Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2015;2;56;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2015;1;4;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2015;2;8;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2015;1;7;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2015;2;6;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;8;ATLANTICO;8001;BARRANQUILLA;2;FEMENINO;2015;1;14;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;8;ATLANTICO;8001;BARRANQUILLA;2;FEMENINO;2015;2;20;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;8;ATLANTICO;8001;BARRANQUILLA;1;MASCULINO;2015;1;13;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;8;ATLANTICO;8001;BARRANQUILLA;1;MASCULINO;2015;2;12;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;113;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;102;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;43;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;40;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2015;1;6;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;2;FEMENINO;2015;2;3;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2015;1;7;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15001;TUNJA;1;MASCULINO;2015;2;5;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15176;CHIQUINQUIRA;2;FEMENINO;2015;1;52;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15176;CHIQUINQUIRA;2;FEMENINO;2015;2;53;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15176;CHIQUINQUIRA;1;MASCULINO;2015;1;16;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;15;BOYACA;15176;CHIQUINQUIRA;1;MASCULINO;2015;2;19;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;17;CALDAS;17001;MANIZALES;2;FEMENINO;2015;1;12;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;17;CALDAS;17001;MANIZALES;2;FEMENINO;2015;2;10;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;17;CALDAS;17001;MANIZALES;1;MASCULINO;2015;1;6;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;17;CALDAS;17001;MANIZALES;1;MASCULINO;2015;2;6;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;41;HUILA;41001;NEIVA;2;FEMENINO;2015;1;14;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;41;HUILA;41001;NEIVA;2;FEMENINO;2015;2;13;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;41;HUILA;41001;NEIVA;1;MASCULINO;2015;1;2;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;41;HUILA;41001;NEIVA;1;MASCULINO;2015;2;1;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;50;META;50001;VILLAVICENCIO;2;FEMENINO;2015;1;60;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;50;META;50001;VILLAVICENCIO;2;FEMENINO;2015;2;52;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;50;META;50001;VILLAVICENCIO;1;MASCULINO;2015;1;26;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;50;META;50001;VILLAVICENCIO;1;MASCULINO;2015;2;21;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;52;NARINO;52001;PASTO;2;FEMENINO;2015;1;3;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;52;NARINO;52001;PASTO;2;FEMENINO;2015;2;3;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;52;NARINO;52001;PASTO;1;MASCULINO;2015;1;2;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;52;NARINO;52001;PASTO;1;MASCULINO;2015;2;3;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;54;NORTE DE SANTANDER;54001;CUCUTA;2;FEMENINO;2015;1;16;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;54;NORTE DE SANTANDER;54001;CUCUTA;2;FEMENINO;2015;2;19;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;54;NORTE DE SANTANDER;54001;CUCUTA;1;MASCULINO;2015;1;5;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;54;NORTE DE SANTANDER;54001;CUCUTA;1;MASCULINO;2015;2;5;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;FEMENINO;2015;1;24;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;68;SANTANDER;68001;BUCARAMANGA;2;FEMENINO;2015;2;32;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;MASCULINO;2015;1;5;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;68;SANTANDER;68001;BUCARAMANGA;1;MASCULINO;2015;2;8;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;76;VALLE DEL CAUCA;76001;CALI;2;FEMENINO;2015;1;10;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;76;VALLE DEL CAUCA;76001;CALI;2;FEMENINO;2015;2;10;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;76;VALLE DEL CAUCA;76001;CALI;1;MASCULINO;2015;1;8;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;51648;LICENCIATURA EN LENGUA EXTRANJERA INGLES;1;PREGRADO;6;UNIVERSITARIA;2;DISTANCIA (TRADICIONAL);3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;76;VALLE DEL CAUCA;76001;CALI;1;MASCULINO;2015;2;7;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;52000;ESTADISTICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;937;MATEMATICAS ESTADISTICA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;76;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;52000;ESTADISTICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;937;MATEMATICAS ESTADISTICA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;85;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;52000;ESTADISTICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;937;MATEMATICAS ESTADISTICA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;116;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;52000;ESTADISTICA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;937;MATEMATICAS ESTADISTICA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;117;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;52052;INGENIERIA AMBIENTAL;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;1;441;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;52052;INGENIERIA AMBIENTAL;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;FEMENINO;2015;2;435;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;52052;INGENIERIA AMBIENTAL;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;1;290;
1704;1704;UNIVERSIDAD SANTO TOMAS;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTA D.C.;11001;BOGOTA D.C.;52052;INGENIERIA AMBIENTAL;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;MASCULINO;2015;2;297;
