Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Código SNIES del programa;Programa Académico;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Inscritos
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;101493;MAESTRÍA EN CIENCIAS BIOLOGICAS;2;Posgrado;2;Maestría;1;Presencial;9;Matemáticas y Ciencias Naturales;Sin clasificar;Sin clasificar;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;2
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;101867;LICENCIATURA EN CIENCIAS SOCIALES;1;Pregrado;6;Universitaria;1;Presencial;3;Ciencias de la Educación;313;Educación;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;45
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;101877;ADMINISTRACION FINANCIERA;1;Pregrado;6;Universitaria;2;A distancia (Tradicional);6;Economía, Administración, Contaduría y Afines;Sin clasificar;Sin clasificar;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;20
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;102763;MAESTRÍA EN ADMINISTRACIÓN;2;Posgrado;2;Maestría;1;Presencial;6;Economía, Administración, Contaduría y Afines;69;Administración;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;14
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;104189;ESPECIALIZACION EN TECNOLOGIAS DE LA INFORMACIÓN Y LA COMUNICACIÓN PARA LA INNOVACIÓN EDUCATIVA;2;Posgrado;1;Especialización Universitaria;1;Presencial;8;Ingeniería, Arquitectura, Urbanismo y Afines;827;Ingeniería de Sistemas, Telemática y Afines;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;13
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;104892;LICENCIATURA EN LENGUA CASTELLANA;1;Pregrado;6;Universitaria;2;A distancia (Tradicional);3;Ciencias de la Educación;Sin clasificar;Sin clasificar;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;14
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;104959;TECNOLOGIA EN DESRROLLO DE SOFTWARE;1;Pregrado;5;Tecnológica;2;A distancia (Tradicional);8;Ingeniería, Arquitectura, Urbanismo y Afines;827;Ingeniería de Sistemas, Telemática y Afines;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;17
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;105242;ESPECIALIZACIÓN EN DERECHO CONTENCIOSO ADMINISTRATIVO;2;Posgrado;1;Especialización Universitaria;1;Presencial;5;Ciencias Sociales y Humanas;559;Derecho y Afines;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;31
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;105345;LICENCIATURA EN EDUCACIÓN ARTÍSTICA Y CULTURAL;1;Pregrado;6;Universitaria;1;Presencial;3;Ciencias de la Educación;313;Educación;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;10
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;105354;LICENCIATURA EN EDUCACIÓN FÍSICA DEPORTES Y RECREACIÓN;1;Pregrado;6;Universitaria;1;Presencial;3;Ciencias de la Educación;313;Educación;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;106
1115;1115;UNIVERSIDAD DE LA AMAZONIA;PRINCIPAL;1;Oficial;4;Universidad;18;Caquetá;18001;Florencia;105355;ESPECIALIZACIÓN EN DERECHO AMBIENTAL;2;Posgrado;1;Especialización Universitaria;1;Presencial;5;Ciencias Sociales y Humanas;559;Derecho y Afines;;;;;;;18;Caquetá;18001;Florencia;1;HOMBRE;2016;1;24
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;361;DERECHO;1;Pregrado;6;Universitaria;1;Presencial;5;Ciencias Sociales y Humanas;559;Derecho y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;252
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;362;ECONOMIA;1;Pregrado;6;Universitaria;1;Presencial;6;Economía, Administración, Contaduría y Afines;611;Economía;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;82
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;363;ADMINISTRACION DE EMPRESAS;1;Pregrado;6;Universitaria;1;Presencial;6;Economía, Administración, Contaduría y Afines;69;Administración;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;94
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;363;ADMINISTRACION DE EMPRESAS;1;Pregrado;6;Universitaria;1;Presencial;6;Economía, Administración, Contaduría y Afines;69;Administración;;;;;;;25;Cundinamarca;25126;Cajicá;1;HOMBRE;2016;1;90
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;364;CONTADURIA PUBLICA;1;Pregrado;6;Universitaria;1;Presencial;6;Economía, Administración, Contaduría y Afines;612;Contaduría Pública;;;;;;;25;Cundinamarca;25126;Cajicá;1;HOMBRE;2016;1;49
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;364;CONTADURIA PUBLICA;1;Pregrado;6;Universitaria;1;Presencial;6;Economía, Administración, Contaduría y Afines;612;Contaduría Pública;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;57
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;365;INGENIERIA CIVIL;1;Pregrado;6;Universitaria;1;Presencial;8;Ingeniería, Arquitectura, Urbanismo y Afines;825;Ingeniería Civil y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;392
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;366;ESPECIALIZACION EN ANESTESIOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;108
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;367;ESPECIALIZACION EN CARDIOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;2
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;368;ESPECIALIZACION EN CIRUGIA GENERAL;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;79
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;369;ESPECIALIZACION EN CIRUGIA PEDIATRICA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;6
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;370;ESPECIALIZACION EN DERMATOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;23
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;371;ESPECIALIZACION EN GASTROENTEROLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;6
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;372;ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;26
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;374;ESPECIALIZACION EN MEDICINA FISICA Y REHABILITACION;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;11
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;375;ESPECIALIZACION EN MEDICINA INTERNA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;131
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;377;ESPECIALIZACION EN NEUMOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;1
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;378;ESPECIALIZACION EN NEUROCIRUGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;26
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;379;ESPECIALIZACION EN NEUROLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;13
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;380;ESPECIALIZACION EN OFTALMOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;7
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;382;ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;103
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;383;ESPECIALIZACION EN OTORRINOLARINGOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;21
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;384;ESPECIALIZACION EN PATOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;6
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;385;ESPECIALIZACION EN PEDIATRIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;43
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;386;ESPECIALIZACION EN PSIQUIATRIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;7
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;388;ESPECIALIZACION EN UROLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;27
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;389;ESPECIALIZACION EN ENDOCRINOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;2
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;390;ESPECIALIZACION EN CIRUGIA ORAL Y MAXILOFACIAL;2;Posgrado;1;Especialización Universitaria;1;Presencial;4;Ciencias de la Salud;447;Odontología;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;19
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;391;ESPECIALIZACION EN CIRUGIA PLASTICA RECONSTRUTIVA Y ESTETICA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;38
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;394;ESPECIALIZACION EN NEUROLOGIA PEDIATRICA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;5
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;395;ESPECIALIZACION EN DERECHO ADMINISTRATIVO;2;Posgrado;1;Especialización Universitaria;1;Presencial;5;Ciencias Sociales y Humanas;559;Derecho y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;19
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;2707;ESPECIALIZACION EN CIRUGIA CARDIOVASCULAR;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;3
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;2965;ESPECIALIZACION EN CONTROL INTERNO;2;Posgrado;1;Especialización Universitaria;1;Presencial;6;Economía, Administración, Contaduría y Afines;69;Administración;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;8
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;3620;ESPECIALIZACION EN ADMINISTRACION DE LA SEGURIDAD;2;Posgrado;1;Especialización Universitaria;1;Presencial;6;Economía, Administración, Contaduría y Afines;69;Administración;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;23
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;3750;ESPECIALIZACION EN CIRUGIA VASCULAR Y ANGIOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;5
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;3751;ESPECIALIZACION EN COLOPROCTOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;10
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;3753;ESPECIALIZACION EN HEMATOLOGIA Y ONCOLOGIA CLINICA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;6
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;3754;ESPECIALIZACION EN OTOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;1
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;3755;ESPECIALIZACION EN REUMATOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;4
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;3756;ESPECIALIZACION EN CIRUGIA DE LA MANO Y MIEMBRO SUPERIOR;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;5
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;4053;ESPECIALIZACION EN NEONATOLOGIA;2;Posgrado;10;Especialización Médico Quirúrgica;1;Presencial;4;Ciencias de la Salud;445;Medicina;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;2
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;4088;INGENIERIA INDUSTRIAL;1;Pregrado;6;Universitaria;1;Presencial;8;Ingeniería, Arquitectura, Urbanismo y Afines;830;Ingeniería Industrial y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;242
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;4358;ESPECIALIZACION EN DOCENCIA UNIVERSITARIA;2;Posgrado;1;Especialización Universitaria;1;Presencial;3;Ciencias de la Educación;313;Educación;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;11
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;4405;INGENIERIA EN MECATRONICA;1;Pregrado;6;Universitaria;1;Presencial;8;Ingeniería, Arquitectura, Urbanismo y Afines;831;Ingeniería Mecánica y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;390
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;4460;ESPECIALIZACION EN GERENCIA INTEGRAL DE PROYECTOS;2;Posgrado;1;Especialización Universitaria;1;Presencial;6;Economía, Administración, Contaduría y Afines;69;Administración;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;69
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;5235;MAESTRIA EN DERECHO ADMINISTRATIVO;2;Posgrado;2;Maestría;1;Presencial;5;Ciencias Sociales y Humanas;559;Derecho y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;14
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;5315;BIOLOGIA APLICADA;1;Pregrado;6;Universitaria;1;Presencial;9;Matemáticas y Ciencias Naturales;934;Biología, Microbiología y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;30
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;6527;ADMINISTRACION DE EMPRESAS;1;Pregrado;6;Universitaria;2;A distancia (Tradicional);6;Economía, Administración, Contaduría y Afines;69;Administración;;;;;;;25;Cundinamarca;25126;Cajicá;1;HOMBRE;2016;1;145
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;8431;ESPECIALIZACION EN FINANZAS Y ADMINISTRACION PUBLICA;2;Posgrado;1;Especialización Universitaria;1;Presencial;6;Economía, Administración, Contaduría y Afines;69;Administración;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;28
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;10931;ESPECIALIZACION EN INGENIERIA DE PAVIMENTOS;2;Posgrado;1;Especialización Universitaria;1;Presencial;8;Ingeniería, Arquitectura, Urbanismo y Afines;825;Ingeniería Civil y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;19
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;10955;RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS;1;Pregrado;6;Universitaria;1;Presencial;5;Ciencias Sociales y Humanas;556;Ciencia Política y Relaciones Internacionales;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;44
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;10955;RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS;1;Pregrado;6;Universitaria;1;Presencial;5;Ciencias Sociales y Humanas;556;Ciencia Política y Relaciones Internacionales;;;;;;;25;Cundinamarca;25126;Cajicá;1;HOMBRE;2016;1;29
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;10963;RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS;1;Pregrado;6;Universitaria;3;A distancia (Virtual);5;Ciencias Sociales y Humanas;556;Ciencia Política y Relaciones Internacionales;;;;;;;25;Cundinamarca;25126;Cajicá;1;HOMBRE;2016;1;95
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;10993;INGENIERIA EN MULTIMEDIA;1;Pregrado;6;Universitaria;1;Presencial;8;Ingeniería, Arquitectura, Urbanismo y Afines;827;Ingeniería de Sistemas, Telemática y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;167
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;10995;INGENIERIA EN TELECOMUNICACIONES;1;Pregrado;6;Universitaria;1;Presencial;8;Ingeniería, Arquitectura, Urbanismo y Afines;829;Ingeniería Electrónica, Telecomunicaciones y Afines;;;;;;;11;Bogotá D.C;11001;Bogota;1;HOMBRE;2016;1;69
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;11004;INGENIERIA CIVIL;1;Pregrado;6;Universitaria;2;A distancia (Tradicional);8;Ingeniería, Arquitectura, Urbanismo y Afines;825;Ingeniería Civil y Afines;;;;;;;25;Cundinamarca;25126;Cajicá;1;HOMBRE;2016;1;311
1117;1117;UNIVERSIDAD MILITAR-NUEVA GRANADA;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;11428;CONTADURIA PUBLICA;1;Pregrado;6;Universitaria;2;A distancia (Tradicional);6;Economía, Administración, Contaduría y Afines;612;Contaduría Pública;;;;;;;25;Cundinamarca;25126;Cajicá;1;HOMBRE;2016;1;59
