Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;IES Acreditada;Código SNIES del programa;Programa Académico;Programa Acreditado;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Graduados
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107000;LICENCIATURA EN EDUCACIÓN FÍSICA;No;1;Pregrado;6;Universitario;1;Presencial;3;Ciencias de la educación;313;Educación;1;Educación;11;Educación;111;Ciencias de la educación;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;2;16
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107000;LICENCIATURA EN EDUCACIÓN FÍSICA;No;1;Pregrado;6;Universitario;1;Presencial;3;Ciencias de la educación;313;Educación;1;Educación;11;Educación;111;Ciencias de la educación;76;Valle del Cauca;76001;Santiago de Cali;2;Femenino;2023;1;3
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107000;LICENCIATURA EN EDUCACIÓN FÍSICA;No;1;Pregrado;6;Universitario;1;Presencial;3;Ciencias de la educación;313;Educación;1;Educación;11;Educación;111;Ciencias de la educación;76;Valle del Cauca;76001;Santiago de Cali;2;Femenino;2023;2;3
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107595;ESPECIALIZACIÓN EN CONSTRUCCIÓN;No;2;Posgrado;1;Especialización universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;825;Ingeniería civil y afines;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;732;Construcción e ingeniería civil;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;1;12
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107595;ESPECIALIZACIÓN EN CONSTRUCCIÓN;No;2;Posgrado;1;Especialización universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;825;Ingeniería civil y afines;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;732;Construcción e ingeniería civil;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;2;6
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107595;ESPECIALIZACIÓN EN CONSTRUCCIÓN;No;2;Posgrado;1;Especialización universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;825;Ingeniería civil y afines;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;732;Construcción e ingeniería civil;76;Valle del Cauca;76001;Santiago de Cali;2;Femenino;2023;1;5
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107595;ESPECIALIZACIÓN EN CONSTRUCCIÓN;No;2;Posgrado;1;Especialización universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;825;Ingeniería civil y afines;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;732;Construcción e ingeniería civil;76;Valle del Cauca;76001;Santiago de Cali;2;Femenino;2023;2;2
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107633;DOCTORADO EN ADMINISTRACIÓN DE NEGOCIOS;No;2;Posgrado;3;Doctorado;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;4;Administración de Empresas y Derecho;41;Educación comercial y administración;413;Gestión y administración;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;1;1
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107634;ESPECIALIZACIÓN EN DESARROLLO TERRITORIAL Y GESTIÓN PÚBLICA;No;2;Posgrado;1;Especialización universitaria;3;Virtual;5;Ciencias sociales y humanas;559;Derecho y afines;4;Administración de Empresas y Derecho;41;Educación comercial y administración;413;Gestión y administración;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;1;21
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107634;ESPECIALIZACIÓN EN DESARROLLO TERRITORIAL Y GESTIÓN PÚBLICA;No;2;Posgrado;1;Especialización universitaria;3;Virtual;5;Ciencias sociales y humanas;559;Derecho y afines;4;Administración de Empresas y Derecho;41;Educación comercial y administración;413;Gestión y administración;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;2;16
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107634;ESPECIALIZACIÓN EN DESARROLLO TERRITORIAL Y GESTIÓN PÚBLICA;No;2;Posgrado;1;Especialización universitaria;3;Virtual;5;Ciencias sociales y humanas;559;Derecho y afines;4;Administración de Empresas y Derecho;41;Educación comercial y administración;413;Gestión y administración;76;Valle del Cauca;76001;Santiago de Cali;2;Femenino;2023;1;26
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107634;ESPECIALIZACIÓN EN DESARROLLO TERRITORIAL Y GESTIÓN PÚBLICA;No;2;Posgrado;1;Especialización universitaria;3;Virtual;5;Ciencias sociales y humanas;559;Derecho y afines;4;Administración de Empresas y Derecho;41;Educación comercial y administración;413;Gestión y administración;76;Valle del Cauca;76001;Santiago de Cali;2;Femenino;2023;2;17
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;107746;MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN PARA LA ANALÍTICA DE DATOS;No;2;Posgrado;2;Maestría;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;6;Tecnologías de la Información y la Comunicación (TIC);61;Tecnologías de la Información y la Comunicación (TIC);619;Tecnologías de la información  y la comunicación (TIC) no clasificada en otra parte;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;2;3
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;108972;MAESTRÍA EN DIRECCIÓN DEPORTIVA Y RELACIONES INTERNACIONALES;No;2;Posgrado;2;Maestría;1;Presencial;3;Ciencias de la educación;313;Educación;1;Educación;11;Educación;111;Ciencias de la educación;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;1;17
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;108972;MAESTRÍA EN DIRECCIÓN DEPORTIVA Y RELACIONES INTERNACIONALES;No;2;Posgrado;2;Maestría;1;Presencial;3;Ciencias de la educación;313;Educación;1;Educación;11;Educación;111;Ciencias de la educación;76;Valle del Cauca;76001;Santiago de Cali;2;Femenino;2023;1;5
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;109480;ESPECIALIZACION EN GESTION DE PROCESOS PRODUCTIVOS Y DE SERVICIOS;No;2;Posgrado;1;Especialización universitaria;1;Presencial;0;Sin información;0;Sin información;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;719;Ingeniería y profesiones afines no clasificadas en otra parte;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;2;1
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;109847;MAESTRÍA EN CLÍNICA DE LA INFANCIA Y LA JUVENTUD;No;2;Posgrado;2;Maestría;1;Presencial;0;Sin información;0;Sin información;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;76;Valle del Cauca;76001;Santiago de Cali;1;Masculino;2023;2;2
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;109847;MAESTRÍA EN CLÍNICA DE LA INFANCIA Y LA JUVENTUD;No;2;Posgrado;2;Maestría;1;Presencial;0;Sin información;0;Sin información;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;76;Valle del Cauca;76001;Santiago de Cali;2;Femenino;2023;2;11
1716;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;76;Valle del Cauca;76001;Santiago de Cali;Si;109982;ESPECIALIZACIÓN EN GERENCIA DE NEGOCIOS INTERNACIONALES;No;2;Posgrado;1;Especialización universitaria;1;Presencial;0;Sin información;0;Sin información;4;Administración de Empresas y Derecho;41;Educación comercial y administración;413;Gestión y administración;76;Valle del Cauca;76001;Santiago de Cali;2;Femenino;2023;2;5
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1361;PSICOLOGIA;Si;1;Pregrado;6;Universitario;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;05;Antioquia;05001;Medellín;1;Masculino;2023;1;3
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1361;PSICOLOGIA;Si;1;Pregrado;6;Universitario;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;05;Antioquia;05001;Medellín;1;Masculino;2023;2;5
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1361;PSICOLOGIA;Si;1;Pregrado;6;Universitario;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;05;Antioquia;05001;Medellín;2;Femenino;2023;1;11
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1361;PSICOLOGIA;Si;1;Pregrado;6;Universitario;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;05;Antioquia;05001;Medellín;2;Femenino;2023;2;16
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1363;INGENIERIA DE SISTEMAS;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;714;Electrónica y automatización;05;Antioquia;05001;Medellín;1;Masculino;2023;1;1
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1363;INGENIERIA DE SISTEMAS;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;714;Electrónica y automatización;05;Antioquia;05001;Medellín;1;Masculino;2023;2;3
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1363;INGENIERIA DE SISTEMAS;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;714;Electrónica y automatización;05;Antioquia;05001;Medellín;2;Femenino;2023;1;1
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1365;MAESTRIA EN NEUROPSICOLOGIA;Si;2;Posgrado;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;05;Antioquia;05001;Medellín;1;Masculino;2023;1;2
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1365;MAESTRIA EN NEUROPSICOLOGIA;Si;2;Posgrado;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;05;Antioquia;05001;Medellín;1;Masculino;2023;2;1
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1365;MAESTRIA EN NEUROPSICOLOGIA;Si;2;Posgrado;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;05;Antioquia;05001;Medellín;2;Femenino;2023;1;13
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;1365;MAESTRIA EN NEUROPSICOLOGIA;Si;2;Posgrado;2;Maestría;1;Presencial;5;Ciencias sociales y humanas;566;Psicología;3;Ciencias Sociales, Periodismo e Información;31;Ciencias sociales y del comportamiento;313;Psicología;05;Antioquia;05001;Medellín;2;Femenino;2023;2;4
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4045;CONTADURIA PUBLICA;No;1;Pregrado;6;Universitario;1;Presencial;6;Economía, administración, contaduría y afines;612;Contaduría pública;4;Administración de Empresas y Derecho;41;Educación comercial y administración;411;Contabilidad e impuestos;05;Antioquia;05001;Medellín;1;Masculino;2023;1;3
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4045;CONTADURIA PUBLICA;No;1;Pregrado;6;Universitario;1;Presencial;6;Economía, administración, contaduría y afines;612;Contaduría pública;4;Administración de Empresas y Derecho;41;Educación comercial y administración;411;Contabilidad e impuestos;05;Antioquia;05001;Medellín;1;Masculino;2023;2;4
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4045;CONTADURIA PUBLICA;No;1;Pregrado;6;Universitario;1;Presencial;6;Economía, administración, contaduría y afines;612;Contaduría pública;4;Administración de Empresas y Derecho;41;Educación comercial y administración;411;Contabilidad e impuestos;05;Antioquia;05001;Medellín;2;Femenino;2023;1;13
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4045;CONTADURIA PUBLICA;No;1;Pregrado;6;Universitario;1;Presencial;6;Economía, administración, contaduría y afines;612;Contaduría pública;4;Administración de Empresas y Derecho;41;Educación comercial y administración;411;Contabilidad e impuestos;05;Antioquia;05001;Medellín;2;Femenino;2023;2;10
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4814;ARQUITECTURA;Si;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;818;Arquitectura y afines;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;732;Construcción e ingeniería civil;05;Antioquia;05001;Medellín;1;Masculino;2023;1;24
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4814;ARQUITECTURA;Si;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;818;Arquitectura y afines;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;732;Construcción e ingeniería civil;05;Antioquia;05001;Medellín;1;Masculino;2023;2;27
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4814;ARQUITECTURA;Si;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;818;Arquitectura y afines;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;732;Construcción e ingeniería civil;05;Antioquia;05001;Medellín;2;Femenino;2023;1;33
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4814;ARQUITECTURA;Si;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;818;Arquitectura y afines;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;732;Construcción e ingeniería civil;05;Antioquia;05001;Medellín;2;Femenino;2023;2;32
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4814;ARQUITECTURA;Si;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;818;Arquitectura y afines;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;732;Construcción e ingeniería civil;05;Antioquia;05001;Medellín;3;No binario;2023;1;1
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4902;INGENIERIA ELECTRONICA;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;829;Ingeniería electrónica, telecomunicaciones y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;714;Electrónica y automatización;05;Antioquia;05001;Medellín;1;Masculino;2023;1;2
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4902;INGENIERIA ELECTRONICA;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;829;Ingeniería electrónica, telecomunicaciones y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;714;Electrónica y automatización;05;Antioquia;05001;Medellín;1;Masculino;2023;2;1
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;4902;INGENIERIA ELECTRONICA;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;829;Ingeniería electrónica, telecomunicaciones y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;714;Electrónica y automatización;05;Antioquia;05001;Medellín;2;Femenino;2023;1;1
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;7490;INGENIERIA INDUSTRIAL;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;830;Ingeniería industrial y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;711;Ingeniería y procesos químicos;05;Antioquia;05001;Medellín;1;Masculino;2023;1;3
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;7490;INGENIERIA INDUSTRIAL;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;830;Ingeniería industrial y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;711;Ingeniería y procesos químicos;05;Antioquia;05001;Medellín;1;Masculino;2023;2;4
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;7490;INGENIERIA INDUSTRIAL;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;830;Ingeniería industrial y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;711;Ingeniería y procesos químicos;05;Antioquia;05001;Medellín;2;Femenino;2023;1;7
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;7490;INGENIERIA INDUSTRIAL;No;1;Pregrado;6;Universitario;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;830;Ingeniería industrial y afines;7;Ingeniería, Industria y Construcción;71;Ingeniería y profesiones afines;711;Ingeniería y procesos químicos;05;Antioquia;05001;Medellín;2;Femenino;2023;2;3
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;7922;DERECHO;No;1;Pregrado;6;Universitario;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;4;Administración de Empresas y Derecho;42;Derecho;421;Derecho;05;Antioquia;05001;Medellín;1;Masculino;2023;1;2
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;7922;DERECHO;No;1;Pregrado;6;Universitario;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;4;Administración de Empresas y Derecho;42;Derecho;421;Derecho;05;Antioquia;05001;Medellín;1;Masculino;2023;2;13
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;7922;DERECHO;No;1;Pregrado;6;Universitario;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;4;Administración de Empresas y Derecho;42;Derecho;421;Derecho;05;Antioquia;05001;Medellín;2;Femenino;2023;1;7
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;7922;DERECHO;No;1;Pregrado;6;Universitario;1;Presencial;5;Ciencias sociales y humanas;559;Derecho y afines;4;Administración de Empresas y Derecho;42;Derecho;421;Derecho;05;Antioquia;05001;Medellín;2;Femenino;2023;2;12
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;9571;LICENCIATURA EN EDUCACION PREESCOLAR;Si;1;Pregrado;6;Universitario;1;Presencial;3;Ciencias de la educación;313;Educación;1;Educación;11;Educación;113;Formación para docentes sin asignatura de especialización;05;Antioquia;05001;Medellín;2;Femenino;2023;1;2
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;15034;ADMINISTRACION DE NEGOCIOS;No;1;Pregrado;6;Universitario;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;4;Administración de Empresas y Derecho;41;Educación comercial y administración;419;Educación comercial y administración no clasificados en otra parte;05;Antioquia;05001;Medellín;1;Masculino;2023;1;5
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;15034;ADMINISTRACION DE NEGOCIOS;No;1;Pregrado;6;Universitario;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;4;Administración de Empresas y Derecho;41;Educación comercial y administración;419;Educación comercial y administración no clasificados en otra parte;05;Antioquia;05001;Medellín;1;Masculino;2023;2;10
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;15034;ADMINISTRACION DE NEGOCIOS;No;1;Pregrado;6;Universitario;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;4;Administración de Empresas y Derecho;41;Educación comercial y administración;419;Educación comercial y administración no clasificados en otra parte;05;Antioquia;05001;Medellín;2;Femenino;2023;1;9
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;15034;ADMINISTRACION DE NEGOCIOS;No;1;Pregrado;6;Universitario;1;Presencial;6;Economía, administración, contaduría y afines;69;Administración;4;Administración de Empresas y Derecho;41;Educación comercial y administración;419;Educación comercial y administración no clasificados en otra parte;05;Antioquia;05001;Medellín;2;Femenino;2023;2;11
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;15541;ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA;No;2;Posgrado;1;Especialización universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;833;Otras ingenierías;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;731;Arquitectura y urbanismo;05;Antioquia;05001;Medellín;1;Masculino;2023;1;6
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;15541;ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA;No;2;Posgrado;1;Especialización universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;833;Otras ingenierías;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;731;Arquitectura y urbanismo;05;Antioquia;05001;Medellín;1;Masculino;2023;2;9
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;15541;ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA;No;2;Posgrado;1;Especialización universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;833;Otras ingenierías;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;731;Arquitectura y urbanismo;05;Antioquia;05001;Medellín;2;Femenino;2023;1;7
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;15541;ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA;No;2;Posgrado;1;Especialización universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;833;Otras ingenierías;7;Ingeniería, Industria y Construcción;73;Arquitectura y construcción;731;Arquitectura y urbanismo;05;Antioquia;05001;Medellín;2;Femenino;2023;2;7
1717;1718;UNIVERSIDAD DE SAN BUENAVENTURA;Seccional;2;Privado;4;Universidad;05;Antioquia;05001;Medellín;Si;15569;DISE¿O INDUSTRIAL;No;1;Pregrado;6;Universitario;1;Presencial;2;Bellas artes;27;Diseño;2;Arte y Humanidades;21;Artes;212;Diseño industrial, de moda e interiores;05;Antioquia;05001;Medellín;1;Masculino;2023;1;5
