Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Código SNIES del programa;Programa Académico;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Admitidos
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55089;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5031;AMALFI;2;FEMENINO;2014;1;24
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55089;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5031;AMALFI;2;FEMENINO;2014;2;26
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55089;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5031;AMALFI;1;MASCULINO;2014;1;18
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55089;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5031;AMALFI;1;MASCULINO;2014;2;8
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55090;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5154;CAUCASIA;2;FEMENINO;2014;1;29
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55090;ADMINISTRACION DE EMPRESAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5154;CAUCASIA;1;MASCULINO;2014;1;25
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55171;ESPECIALIZACION EN CIRUGIA PEDIATRICA;2;POSGRADO;1;ESPECIALIZACION;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;445;MEDICINA;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;2;2
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55177;MEDICINA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;445;MEDICINA;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;1;69
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55177;MEDICINA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;445;MEDICINA;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;2;67
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55177;MEDICINA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;445;MEDICINA;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;1;66
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;55177;MEDICINA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;4;CIENCIAS DE LA SALUD;445;MEDICINA;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;2;67
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90335;DOCTORADO EN AGROECOLOGIA;2;POSGRADO;3;DOCTORADO;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;11;AGRONOMIA;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;1;7
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90335;DOCTORADO EN AGROECOLOGIA;2;POSGRADO;3;DOCTORADO;1;PRESENCIAL;1;AGRONOMIA VETERINARIA Y AFINES;11;AGRONOMIA;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;1;11
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90349;TECNOLOGIA EN ARTESANIAS;1;PREGRADO;5;TECNOLOGICA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;5;ANTIOQUIA;5837;TURBO;2;FEMENINO;2014;2;1
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90350;MAESTRIA EN GESTION DE CIENCIA, TECNOLOGIA E INNOVACION;2;POSGRADO;2;MAESTRIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;1;8
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90350;MAESTRIA EN GESTION DE CIENCIA, TECNOLOGIA E INNOVACION;2;POSGRADO;2;MAESTRIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;2;5
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90350;MAESTRIA EN GESTION DE CIENCIA, TECNOLOGIA E INNOVACION;2;POSGRADO;2;MAESTRIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;1;7
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90350;MAESTRIA EN GESTION DE CIENCIA, TECNOLOGIA E INNOVACION;2;POSGRADO;2;MAESTRIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;2;13
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90353;ARTES PLASTICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;2;FEMENINO;2014;1;19
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90353;ARTES PLASTICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;2;FEMENINO;2014;2;12
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90353;ARTES PLASTICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;1;MASCULINO;2014;1;13
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90353;ARTES PLASTICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;1;MASCULINO;2014;2;15
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90354;LICENCIATURA EN EDUCACION: ARTES PLASTICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;2;FEMENINO;2014;1;16
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90354;LICENCIATURA EN EDUCACION: ARTES PLASTICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;2;FEMENINO;2014;2;14
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90354;LICENCIATURA EN EDUCACION: ARTES PLASTICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;1;MASCULINO;2014;1;14
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90354;LICENCIATURA EN EDUCACION: ARTES PLASTICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;2;BELLAS ARTES;24;ATES PLASTICAS VISUALES Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;1;MASCULINO;2014;2;6
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90367;MATEMATICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;2;FEMENINO;2014;1;17
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90367;MATEMATICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;2;FEMENINO;2014;2;18
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90367;MATEMATICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;1;MASCULINO;2014;1;26
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90367;MATEMATICAS;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;1;MASCULINO;2014;2;21
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90391;ESPECIALIZACION EN GESTION AMBIENTAL;2;POSGRADO;1;ESPECIALIZACION;3;VIRTUAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;1;13
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90391;ESPECIALIZACION EN GESTION AMBIENTAL;2;POSGRADO;1;ESPECIALIZACION;3;VIRTUAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;1;17
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90400;TECNOLOGIA EN SISTEMAS DE INFORMACION EN SALUD;1;PREGRADO;5;TECNOLOGICA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5837;TURBO;2;FEMENINO;2014;1;18
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90400;TECNOLOGIA EN SISTEMAS DE INFORMACION EN SALUD;1;PREGRADO;5;TECNOLOGICA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5837;TURBO;2;FEMENINO;2014;2;22
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90400;TECNOLOGIA EN SISTEMAS DE INFORMACION EN SALUD;1;PREGRADO;5;TECNOLOGICA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5837;TURBO;1;MASCULINO;2014;1;16
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90400;TECNOLOGIA EN SISTEMAS DE INFORMACION EN SALUD;1;PREGRADO;5;TECNOLOGICA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5837;TURBO;1;MASCULINO;2014;2;16
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90401;TECNOLOGIA EN ECOLOGIA Y TURISMO;1;PREGRADO;5;TECNOLOGICA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;937;MATEMATICAS ESTADISTICA Y AFINES;;;;;;;5;ANTIOQUIA;5887;YARUMAL;2;FEMENINO;2014;2;1
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90401;TECNOLOGIA EN ECOLOGIA Y TURISMO;1;PREGRADO;5;TECNOLOGICA;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;937;MATEMATICAS ESTADISTICA Y AFINES;;;;;;;5;ANTIOQUIA;5887;YARUMAL;1;MASCULINO;2014;2;2
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90402;INGENIERIA AMBIENTAL;1;PREGRADO;6;UNIVERSITARIA;3;VIRTUAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;1;66
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90402;INGENIERIA AMBIENTAL;1;PREGRADO;6;UNIVERSITARIA;3;VIRTUAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;2;60
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90402;INGENIERIA AMBIENTAL;1;PREGRADO;6;UNIVERSITARIA;3;VIRTUAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;1;54
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90402;INGENIERIA AMBIENTAL;1;PREGRADO;6;UNIVERSITARIA;3;VIRTUAL;8;INGENIERIA ARQUITECTURA URBANISMO Y AFINES;820;INGENIERIA AMBIENTAL SANITARIA Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;2;57
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90430;PSICOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;566;PSICOLOGIA;;;;;;;5;ANTIOQUIA;5887;YARUMAL;2;FEMENINO;2014;2;20
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90430;PSICOLOGIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;566;PSICOLOGIA;;;;;;;5;ANTIOQUIA;5887;YARUMAL;1;MASCULINO;2014;2;10
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90528;DOCTORADO EN CIENCIAS DEL MAR;2;POSGRADO;3;DOCTORADO;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;934;BIOLOGIA MICROBIOLOGIA Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;2;1
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90553;LICENCIATURA EN FILOSOFIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;568;FILOSOFIA TEOLOGIA Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;2;FEMENINO;2014;1;13
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90553;LICENCIATURA EN FILOSOFIA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;5;CIENCIAS SOCIALES Y HUMANAS;568;FILOSOFIA TEOLOGIA Y AFINES;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;1;MASCULINO;2014;1;19
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90639;DOCTORADO EN MATEMATICAS;2;POSGRADO;3;DOCTORADO;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;937;MATEMATICAS ESTADISTICA Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;1;1
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90639;DOCTORADO EN MATEMATICAS;2;POSGRADO;3;DOCTORADO;1;PRESENCIAL;9;MATEMATICAS Y CIENCIAS NATURALES;937;MATEMATICAS ESTADISTICA Y AFINES;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;1;6
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90655;TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD;1;PREGRADO;5;TECNOLOGICA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5756;SONSON;2;FEMENINO;2014;2;24
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90655;TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD;1;PREGRADO;5;TECNOLOGICA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5756;SONSON;1;MASCULINO;2014;2;7
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90656;TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD;1;PREGRADO;4;FORMACION TECNICA PROFESIONAL;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5042;SANTAFE DE ANTIOQUIA;2;FEMENINO;2014;2;13
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90656;TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD;1;PREGRADO;4;FORMACION TECNICA PROFESIONAL;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5042;SANTAFE DE ANTIOQUIA;1;MASCULINO;2014;2;8
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90717;MAESTRIA EN ADMINISTRACION;2;POSGRADO;2;MAESTRIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;1;9
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90717;MAESTRIA EN ADMINISTRACION;2;POSGRADO;2;MAESTRIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;FEMENINO;2014;2;10
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90717;MAESTRIA EN ADMINISTRACION;2;POSGRADO;2;MAESTRIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;1;18
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90717;MAESTRIA EN ADMINISTRACION;2;POSGRADO;2;MAESTRIA;1;PRESENCIAL;6;ECONOMIA ADMINISTRACION CONTADURIA Y AFINES;69;ADMINISTRACION;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;MASCULINO;2014;2;11
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90732;LICENCIATURA EN EDUCACION BASICA, CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;2;FEMENINO;2014;1;27
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLIN;90732;LICENCIATURA EN EDUCACION BASICA, CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA;1;PREGRADO;6;UNIVERSITARIA;1;PRESENCIAL;3;CIENCIAS DE LA EDUCACION;313;EDUCACION;;;;;;;5;ANTIOQUIA;5148;EL CARMEN DE VIBORAL;1;MASCULINO;2014;1;17
